sender,text,intent,label
+63912****098,Gusto mo bang kumita ng 5K o higit pa sa isang linggo lang? Paano Imessage kami upang malaman. --> m.me/ptjobsph,Investment Scam,6
+63985****722,[BDO-ALERT] Your account is on hold please verify here: www.onlinebdo-banking.online if your registered number is still active.,Bank Scam,0
+63981****471,ALL NEW EGG TRAY !! 32 GRID EGG HOLDER WITH REMOVABLE DRAWER TYPE AND SPACE SAVER. PLEASE CLICK FOR THE PRICE/BUY ---> https://s.lazada.com.ph/s.UPJgm LAZADA BIG SALE !,Commercial Spam,1
NTC,DICT: Nandito na ang eGovPH App! Layon nito na mapabilis ang pagbibigay ng serbisyo mula sa gobyerno. I-download na ang eGovPH App sa App Store at Google Play.,HAM,5
+63981****574,"(Name)! Maglaro ng T1BET SPIN casino game at makakuha ng 3000 welcome bonus ngayon! Ngayon laro ng SPIN, slots at live dealer 24/7: gamet1bet.com/T1WIN",Gambling Scam,3
+63640****000,"Make Friday fabulous! Claim 6,888p + 6,888p at GJP PH's Payday Blast. New members score 3000p at GJBets.de . Join the fun now!",Prize Scam,10
SMART,"Love is in the air, Scott! Embrace being a Smart Postpaid subscriber with a P5,000 Welcome Gift from UnionBank when you apply for a UnionBank Rewards Credit Card and enroll your Postpaid Account to Auto Bills Payment. + No Annual Fees Forever when you spend just P20,000 within 60 days from approval. Apply now at smrt.ph/UBWelcomeGift and let love and rewards fill this month. Promo runs until Feb. 29, 2024. T&Cs apply. DTI#181104",Commercial Spam,1
+63951****376,"Magparehistro para makakuha ng 777, tumaya araw-araw at makatanggap ng cash red envelope: luckph.tv/JxF",Gambling Scam,3
+63981****761,"Dumating na ang investment oportunidad, idownload ng libre, magbukas ng trading account at may ¤10,000 capital bonus pang waiting! Daily ROI guaranteed: http://ox4xtu.com",Investment Scam,6
+63962****649,"29-Google search {9y1 5.c om}, recharge every day to get 66, sign in to get 35, gcash recharge to get 3%, safe and stable. Lucky roulette draw 8888 and iPhone14 every day",Gambling Scam,3
+6398555***58,Join 177bet and get 888P bonuses for free. Win 50K grand prize 6y177be7.at,Gambling Scam,3
+63985****316,âš¡ðŸ¥‡Tuklasin ang iyong husay! Check this audio book summary and discover your strengths. https://peoplecademy.net/details/811,Commercial Spam,1
+63985****689,"Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid",Gambling Scam,3
+63981****788,"We detected a suspicious login attempt and an outgoing transfer of ?14,500.00 to an unverified Maya account from your mobile banking app. If this was not you, temporarily lock your account and cancel the transaction immediately here: http://fdsv05.site/",Bank Scam,0
+63919****786,"Mega Casino Online PH: Maglaro ng baccarat live ngayon, P777 welcome bonus, real cash payouts anytime. Tara mag-bet na!",Gambling Scam,3
+63963****802,"PINAKA MURA NA SOLAR LIGHT SA MARKET !!! BUY 2 TAKE 2 !!! CLICK HERE TO BUY --> https://s.lazada.com.ph/s.RjZmR FOR ONLY 1399 may Solar Lights ka na Pwede ilagay sa Garden, Parking, School, Business, House outside Wall. BUY 2 TAKE 2 ! PLUG AND PLAY !",Commercial Spam,1
GCash,Explore the world of crypto! Discover 23 coins and tokens available in GCrypto. Tap View All> GCrypto to learn more.,Commercial Spam,1
unionbank,"Need more cash? Say no more! Loan up to P87400 with UnionBank Quick Loan. Get cash in your account in minutes! It's that quick! With our low-interest rates, you can pay off the loan in light, easy installments. Quick, Apply na! Apply via UnionBank app: 1. Log in > Go to main dashboard 2. Choose 'You qualify for a Quick Loan! Book now and get your money in an instant!' button and follow the step-by-step process Apply via UnionBank website: 1. Go to Loans > Quick Loans, select 'I have an invite code,' 2. Enter your invite code - 744BF8 for account number ending with 4605 Claim your offer before it expires on Mar 22, 11:59PM!",Commercial Spam,1
+63985****637,Banco De Oro: Account re-activation needed due to suspicious transaction. Kindly Visit: shorten.is/OnlineVerificationBDO to continue using our services,Bank Scam,0
+63951****163,"Finally, Thanks god it's Friday at GoJackpot! Claim Free 6,888p Today, February 2! New players Enjoy Free 777p + 177p ! Join Now at GoJackpot2.tv",Gambling Scam,3
+6395110***53,"Thanks for your trust in Smart! you will have P1555 for slot , Web: will-v.life",Gambling Scam,3
+63985****314,"Mga nangungunang laro sa casino, bingo, at mga s10t machine, magrehistro at mag-deposito ng P100 upang makatanggap ng 100% cashback award. p777b5.xyz",Gambling Scam,3
+63981****852,"My god, at least 999P rewards waiting for you UrI: pinaswin,com Best Ba,raha .r",Gambling Scam,3
gcash,"Purchase all items on your wishlist and pay later with no credit card needed via GGives! Shop at MemoXpress, DataBlitz, Samsung, SM Appliance, and Robinsons Appliances!",Commercial Spam,1
+63998****809,"Megaworld's Newly launched Pre-selling Prime Commercial Lots! Maple Grove is an integrated CBD township in the fast emerging Gen Tri. Cavite spanning 140 hectares. Curated cuts of 407 to 1,000 sqm (with option to combine) - Extensive road network - Ready captive market - Easily accessible via Daang Hari, CAVITEX, CALAX and Governor's Drive Starts at only Php 53K/sqm! First Come, First Serve. Watch how progress unfolds! For inquiries, contact ANDREW at: +63917****689",Commercial Spam,1
+63995****837,A colleague requests to contact you asap pero hindi po nagcoconnect ang line mo regarding the urgent job opening. Please contact her here: epaz9092@gmail.com. Salamat.,Job Scam,7
+63909****267,"Hi,Ready ka na ba? Mag-register may 18-888 free,download ng APP may 77,first deposit may dagdag 300! Tara na: mar-t.eu/ucup !",Gambling Scam,3
+63950****012,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhmg.bid",Job Scam,7
+63981****761,"GMA-7 NOTICE MA'AM SIR CONGRAT'S PHP350,000. SPONSORED MR. WILLIE REVILLAME PLS TXT NAME AGE ADDRESS WORK CALL ME NOW ATT. REY A. LOPEZ DTI#6589.THANK YOU..",Prize Scam,10
+63900****000,"[NAME]., Join WinningPlus now! Register here! winplusplay.com Claim P1000 bonus + 3% MAYA Play for 7% cashback up to P60,000! Claim rewards!",Gambling Scam,3
BDO Deals,"FLY NOW PAY LATER at 0% interest for 3 months with your BDO Credit Card! Get P2,500 SM Gift Pass with a single or accumulated installment spend of P100K at the BDO Travel Sale at Mega Fashion Hall, SM Megamall on Mar 13-15, 2026. Visit BDO Website, Deals, search Fly Now Pay Later for T&Cs. DTI251504",Commercial Spam,1
BDO Deals,"Mark your calendars! Book your summer travels at the BDO Travel Sale from March 14-16, 2025. Visit us onground at The Fifth at Rockwell or book online www. bdo. com. ph/ travel to enjoy exclusive fares from Philippine Airlines, Emirates, EVA Air, Qatar Airways, Asiana Airlines, Japan Airilines, China Airlines & more w/ your BDO Cards. Search BDO Travel Sale on the BDO Website for T&Cs. DTI214485",Commercial Spam,1
+63981****388,Handog sayo [NAME]. Sa bagong platform sa bansa Wplus ang 5500 bonus at 3% sa bawat deposito N8q+CdEKKpY=. wplus4you.com/M3l3k3ng-b5n5s,Investment Scam,6
+63640****000,Kunin ang iyong 50% deposit bonus cashback araw-araw sa W19 Games! Mag-apply sa CS ngayon! tinyurl.com/5Fcd2sms,Prize Scam,10
+63981****595,"METROBANK ALERT: Mag-dagdag at tumanggap ng mga dolyar wire transfer at kumita ng pera nang sama-sama. Verify your account via TG ¡UUNSE88, Facebook ¡Coral Surrey, WhatsApp +639494326929, Viper +85268425481 para hindi ma-lock.",Bank Scam,0
+63917****059,Funds for your personal use? We are happy to assist you.,Loan Scam,8
+63908****191,"Na-claim mo na ba ang iyong pang-araw-araw na bonus? sa 99 game, mayroon ding lucky wheel mn.p99b.xyz/bbneuch2",Gambling Scam,3
+63981****160,CONGRATULATIONS! Magrehistro ng Clik claim account at makakuha ng 127 milyong bonus cash prize today: http://uxu4v47e.0xr8tb.com/2krvj?c=2g,Prize Scam,10
BDO Deals,"Get 12% or up to P1,500 OFF on Klook w/ BDO Credit Cards! Use code BDOWEEKENDS 4/11/25-7/27/25 (Fri-Sun). For T&C, search KLOOK at the BDO website DTI221074",Commercial Spam,1
3727,Verification code: 53967 Please use this code to proceed access to the Consent Management Page. Note: This verification code is valid for only 48 hours.,HAM,5
+63640****000,"Hi i'm Atty:Gerardo V.Maglinao Ma'am/sir! U'r Sim no. Had Won! Php480,000,00+Acer Laptop From:KOPIKO MAGKAPERA 4 To Claim. Pls sent U'r full Name: Add: Age: Gender: Work:",Job Scam,7
+63962****829,"We can't deliver your item to your door because of no address, please enter the address: rb.gy/46ql4j",Delivery Scam,2
+63909****998,"Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover! 2sj9.bid",Gambling Scam,3
+63951****446,"rrrbet.ss777b.fo App to get 18-88, 100 to get 77, and enjoy 10% discount for daily deposits",Investment Scam,6
BDO Deals,"BUY NOW PAY LATER at 0% interest up to 24 months term at 8Telcom & Gui w/ your BDO Credit Card! Get a FREE Bluetooth Speaker w/ P20K min spend until 6/30/25. The first installment will be billed on your next SOA. Visit BDO Website, search 8TELCOM for T&Cs DTI217517 To stop messages, text STOP to 225678",Commercial Spam,1
+63900****000,Win Big with GoJackpot this Weekend! LG OLED TV & More Prizes Await on GoJPLuck5.com ! Claim your 777+177 Free Bonus & 205% Extra Deposit Bonus with Gcash now!,Gambling Scam,3
+63640****000,"Pi is a new digital currency developed by Stanford PhDs, with over 25 million members worldwide. To claim your Pi, follow this link https://minepi.com/sethamiel and use my username (sethamiel) as your invitation code.",Prize Scam,10
+63981****822,"[Winner777] Free P300 daily login bonus, claim now. https://winner777.pro/sm",Prize Scam,10
+63992****316,Makakatanggap ka ng 5000 cash! Pumunta lang sa website na ito bit.ly/yandex20223 at e click ang google ads na inyong makikita sa kahit anong page ng site.,Prize Scam,10
+6398599***38,"Top casino bingo, slots, proxy promosyon magpadala ng cash 66 (http://vip.pkmf.xyz )",Gambling Scam,3
+63963****211,<REAL NAME> Special imbitasyon! Depo 500 at kumuha ng 300 na bonus. Para lang sa mga napiling tao. sm77.ca/2n2b,Gambling Scam,3
UnionBank,"Your dream car is within reach when you apply for a UnionBank Auto Loan! To know more about the latest Auto Loan Deals, you may visit the UnionBank website or e-mail us at vehiclefinance@unionbankph.com.",Commercial Spam,1
+63905****753,The daily salary is 3000-8000 pesos. Working hours and locations are not limited. You can receive your salary at home. Join our Telegram:t.me/Christina886,Job Scam,7
gcash,"Abot pa! Get up to P8888 cashback with GCredit! Settle bills, buy groceries, shop online, and pay later! No advisories? Opt out via our GCash Help Center.",Commercial Spam,1
+63909****924,"Mas pinaganda na ang Bingo, Dahil pwede na ito i-Download! Plus FREE40p Sign-up-Gift! 6.3M+ JACKP0T! t.ly/Bingo-Plus",Gambling Scam,3
+63939****569,#NAME?,Gambling Scam,3
+63981****653,"Your 603.70 Points will Expire on JULY 31, 2022. CONVERT to P600 Prepaid Just Dial: * 100*1*O9557986055*600*1*# Then Press CALL",Pasaload Scam,9
+63912****890,"Easy Game, Easy WlN, Play Slot&Fishing, Tell a friend! Sign up now and Enjoy the Game! 100% Bonus Deposit Feedback! hamburgers.ph/Live",Gambling Scam,3
BDO Deals,"BUY NOW PAY LATER at 0% interest up to 36 months at Cellboy, Gaming Grounds, Games & Gadgets, Celltime & Co, Cybercenter, Bomatech, and Gadgets Plus with your BDO Credit Card! Plus, get FREE Earbuds with P10K minimum spend on cellphone purchases until Aug. 31, 2026. Visit BDO Website for T&Cs. DTI249567",Commercial Spam,1
BDO Deals,"Pay your purchases from The BDO Travel Sale on installment with a low 0.49% monthly add-on rate for 3 to 24-month terms. Convert on-site at The Fifth Rockwell Powerplant & get up to P3K voucher from The Travel Club! Min. spend to qualify for the voucher is at P50K or USD864 (single/accumulated spend). Promo runs from March 14-16, 2025. For details, visit BDO website, click Deals and search Purchase Convert Travel Sale. T&Cs & fees apply. DTI217791",Commercial Spam,1
NTC,"Received a suspicious message? Delete it immediately. To verify a message, contact the company directly using official channels- do not click the link from the text.",HAM,5
gcash,Want to know more about GLoan? Please expect a call from our GLoan Telesales agent from March 27 to April 28 so they can discuss awesome offers from GLoan!,Commercial Spam,1
+63930****907,"Pabiling load please, bayaran ko mamaya.",HAM,5
+63640****000,"Banco De Oro You're having issues with account security. Please review them at tera.vin/Secure-BDOOnline Sincerely, BANCO DE ORO",Bank Scam,0
+63900****000,"Sa kasalukuyan, ang W19 Games ay ang tanging platform sa Pilipinas na may GCash para sa pag-load at pag-withdraw. Sumali ka na! w1913b.xyz",Pasaload Scam,9
+6396252***19,Register to get 200P bonus for free. Contact online customer service for more details at ul4js.com,Gambling Scam,3
GCash,Good news! You can still pay with GGives at your favorite online and offline stores with your increased credit limit. Continue to shop and get to pay in up to 24 installments with up to 0% interest! This special credit limit offer is only from 03/30 - 04/10. Tap Borrow > GGives on your GCash app to know more.,Commercial Spam,1
+63948****000,"SHOPEE FLASH SALE: 70% off sa gadgets, fashion, at appliances ngayong araw lang. Shop now and save big: https://invol.co/clc31bs",Gambling Scam,3
+63640****000,"Dear user, your account has a cash deposit of 199 P, please log in; https://www.fse281.xyz To Receive",Prize Scam,10
+63951****726,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: zaqw.de,Prize Scam,10
+63930****779,"1.Magdeposito ng 100P, makakuha ng 100P na libre 1q2w3e7.ca",Gambling Scam,3
+63981****877,Please do not fail to do everything you can to contact me to addres your missing payment here: gregrds37@gmail.com,Loan Scam,8
gcash,Apply for a Citi credit card and get an P8K eGift upon first spend! Use eGift for your next Apple product purchase. Tap Citi ad on the GCash app to apply.,Commercial Spam,1
+63640****000,BANCO DE ORO: We need your urgent cooperation to verify your Online Banking. Please proceed here come.to/LoginVerify,Bank Scam,0
+63981****525,"BPI WELCOME BONUS: 201 GET 201, 1001 GET 1001, 5000 GET 5000 cashback credit upon verification. 24/7 Immediate Cash In/Out. Verify account to claim: https://cutt.ly/6ZakoMg",Bank Scam,0
+63985****331,"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.Â acewin9.tv/OOeRfH3",Gambling Scam,3
+63912****210,"Your payday just got better with GoJackpot! Claim 6,888p bonus now! GoJpot.eu Dreaming of the Samsung Galaxy S23+? Spin now for your chance to win it!",Gambling Scam,3
+63991****506,"KUMITA HABANG NASA BAHAY LANG BE AN ONLINERS, LIKE US! CLICK LINK BELOW: m.me/JosephOnlineBiz",Job Scam,7
+63946****421,"This website has a BUG. Deposit 500 and get 500 bonus, and you can withdraw immediately. It will expire tomorrow, come and make money. jk1by67a7q.at",Investment Scam,6
BDO Deals,Get up to 17% or P1.5K OFF on Lazada w/ BDO Credit Cards (8pm Jun 5-8). Use vouchers w/ min P5K spend. Search Lazada 6.6 at deals .bdo .com ph for T&C.DTI226744,Commercial Spam,1
+63900****000,"[NAME],wow! Napili ang number mo,may 188 kang ma-claim! Mag-click dito: mayas.la/4fnx para i-claim ang premyo!",Prize Scam,10
GLOBEATHOME,"Hi! Nagpadala kami ng advisory tungkol sa scheduled system activity na gagawin sa May 13, from 12:30 AM to 2:30 AM. May pagbabago sa schedule ng activity, at ito ay gagawin na sa May 20, 12:30 AM to 2:30 AM. Salamat sa iyong pag-unawa.",Commercial Spam,1
+63951****262,May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: cxbz.de,Prize Scam,10
+63951****553,"Free slot machines worth 80 million pesos are waiting for you! Register to get 238P, first deposit will get 588p for free, rebate website pvej.sg",Gambling Scam,3
+63985****188,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP).,Bank Scam,0
