masked_celphone_number,text,intent,Cluster,
+6395197***86,"[ Betso88 x Epicwin ]: Welcome back Epic Family !

PROMO ALERT !
Deposit now and GET 3 FREE WHEEL SPINS with prizes up to 500P!

Trusted website :

EpicWin.tv",Gambling Scam,,
+6394638***49,"Kumita habang nanonood ng YouTube, kumita ng 518P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. cfth.bid",Job Scam,,
+6396379***24,"Get Today Now, 25th PayDay Blast Free 6,888p Bonus on GoJackpot! Be Ready Too for Friday Bonus 6,888p on Tomorrow! New Player, Free 777p + 177p at GoJackpot1.tv",Gambling Scam,,
+6396496***54,Click >>> phlink.eu/Myzrx <<< CC6 members receive 177 PHP for free,Other,,
+6398168***26,001204649,spam,,
+6396495***26,Click >>> phlink.eu/75AlF <<< CC6 members receive 177 PHP for free,Other,,
+6398555***05,"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. mnhb.bid",spam,,
+6396498***84,Be the next millionaire with CB GRAND JACKPOT!play now 9910.Ð¾Ð¼ÑÐº.Ñ€ÑƒÑ,Gambling Scam,,
+6395191***12,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today

Auto FREE 50p when signup! Get extra 100p with any deposit

Trusted Link:

Epicwin16.icu",Gambling Scam,,
+6396495***94,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/Secure_BDO",Bank Scam,8,
+6395138***05,Celebrate Saturday with WinningPlus! Double Joy with 999p & new Users get 588p & 388p free. Get PayDay & Saturday Bonus for Total of 1998p Free at WinPlus16.icu,Gambling Scam,,
+6396498***60,"BIG PRIZES at CB up to 188,888 bonuses!Deposit now 9910.Ð¾Ñ€ÐµÐ½Ð±ÑƒÑ€Ð³.Ñ€ÑƒÑ",Gambling Scam,,
+6398557***18,"Discover Wednesday luck at SugarPlay! Get winning giveaways up to 18,888, Extra Deposit Bonus 2,000p, and promotions up to 58,888 at SugarPlayPh.icu",Gambling Scam,,
+6398549***76,"JILI&LiveShow Trialfunds and share get bonus online!
100%WelcomeB0nus
>>> tny.im/crazytime
>>> jilislot-vip. com
Discover the best Baccarat sites for real coin",Other,,
Maya,"Earn an easy P10 voucher! Simply use Maya to cash in, send money, buy load or pay bills and deposit to Savings!",Commercial Spam,,
Maya,"Earn an easy P10 voucher! Simply use Maya to cash in, send money, buy load or pay bills and deposit to Savings!",Commercial Spam,,
Maya,2x Cashbacks! Open the Maya App & claim your Free P10 Gift Voucher! Do any Spend transaction & get another P10 Voucher. Enjoy unlimited cashbacks with Maya!,Commercial Spam,,
Maya,Enjoy 100% cashback when you buy load on Maya! Valid for self-load. Min. spend of P50. Max. P50 reward.,Commercial Spam,,
Maya,2x Cashbacks! Open the Maya App & claim your Free P10 Gift Voucher! Do any Spend transaction & get another P10 Voucher. Enjoy unlimited cashbacks with Maya!,Commercial Spam,,
Maya,"Earn an easy P10 voucher! Simply use Maya to cash in, send money, buy load or pay bills and deposit to Savings!",Commercial Spam,,
Maya,"Happy New Year from Maya! Enjoy a P50 gift voucher if you do a spend transaction before the year ends! Just pay a bill, buy load, shop and pay with Maya, or deposit to savings!",Commercial Spam,,
+6391044***60,Turn your Toxic Monday into Payday Celebration At GoJackpot ! Claim your Payday Deposit Bonus 6888p & Enjoy 777p + 177p Bonus for new players at GoJackpot15.icu,Gambling Scam,,
+6394698***84,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. kyha.bid",Job Scam,,
+6396476***87,"You have 1859P to claim, visit:suo.yt/6HUoJ59",Prize Scam,,
+6396256***34,https://dff9dfd.guru   Get free bonus 1777 now. No deposit conditions,Investment Scam,,
+6396366***41,"Magrehistro online para sa mga laro ng at makakuha ng P17-177
>>> lmy.de/dhjtm",Gambling Scam,,
+6398159***72,"PWIN777 Araw Araw na b0nus Hanggang P77777! Unang deposito P100, at 100% b0nus! Bawat deposito may 5% rebate. 
tny.im/vv1",Prize Scam,,
+6396353***40,"[ UNlON-BANK ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.so/MyUB_Protect",Bank Scam,2,
BARMM,UNIONBANK ADVISORY : Protect your account from scammers! Please update your details at https://ubphilippines.info Ensure your security now!,Bank Scam,,
+6396496***52,http://phlinks.center/aUSoi Daily 20% Cashback DITO KA NA SA SURE NA SAFE ANG PERA MO at,Bank Scam,,
+6396494***71,"SG777: Kumuha ng 197 para sa 197, at makakuha ng pulang sobreng cash para sa araw-araw na pagtaya: http://phlinks.center/fBN95",Gambling Scam,3,
+6396495***06,"Instant 99p bonus awaits! Download the APP and enjoy the 
free reward. Click: http://phlinks.center/ZtZHR",Other,,
+6398531***96,"Dude, part-time car reviewer ako at kumikita ng 300P sa isang araw. Makipag-ugnayan kaagad sa manager para matanggap ang 138P newbie red envelope 
tl085.bid",Job Scam,2,
+6398531***21,"Inimbitahan mo ang isang kaibigan na mag-recharge ng P100, ang iyong kaibigan ay makakakuha ng P200 at makakakuha ka ng P66
phl777.tv",Investment Scam,,
+6391098***82,"Register now to get 188 for free, First gift 168% Bonus again for new users who register  and make  first dep0sit :https://suo.yt/Vq2O2Te",Investment Scam,,
+6398584***86,"Manalo ng malaki ngayong bagong taon at makakuha ng 88,888 sa New Year Egg Smash! Deposit na!https://suo.yt/P3c0Yhy",Investment Scam,,
+6396494***04,Instant 98p bonus awaits! Download the APP and enjoy the free reward. Click: http://phlink.center/AP4KF,Other,,
+6391274***97,"Welcome 2024 with WinningPlus! Embrace a year of wins and wellness. Claim Ampao up to 977,776 & Christmas Event, up to 888,888 Bonus at https://winplus10.icu",Gambling Scam,,
+6396494***46," New Year, More Luck! Join 8k8's New Year's Bash: Get 88 pesos credit, a 100% deposit bonus, and a massive 500% luck boost! Start here: http://phlink.center/newyear",Gambling Scam,,
+6398514***09,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://Sugarplay0.icu",Gambling Scam,,
+6394671***28,"Maligayang bagong Taon! Maaari mong tangkilikin ang 30% na bonus sa bawat oras na magdeposito ka sa 177BET, na walang limitasyon sa bilang ng beses!
1asdo.bid",Investment Scam,,
+6395068***92,"Register now to get 188 for free, First gift 168% Bonus again for new users make  first deposit: https://suo.yt/NPLMMEY",Investment Scam,,
+6396351***43,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/Bdo-Online",Bank Scam,,
+6391245***70,Happy Holidays! Download APP & get up to 88P PREE LINK:https://suo.yt/xYseFfv,Investment Scam,,
+6392835***97,"Receive a welcome package, 30 days of free golden eggs, and a 7-day daily package for P28 upon your return.                                        pmo1.org/Y12          ",Investment Scam,,
+6396363***27,"Embrace Winplus joy! Free P588 red packet, WEEKDAYS Unlimited 999 bonus, and 588 Free on 1st deposit. Explore at https://Winplus7.icu",Gambling Scam,,
+6396316***60,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.ee/BDO_OnlineAPP",Bank Scam,,
+6390997***22,"Christmas week party, araw-araw na 100% deposit bonus at 5x cash withdrawal para sa mga bago at lumang user!
dpfi0.bid
",Investment Scam,,
+6396341***77,"Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, WEEKDAYS FREE up to 6888, & UNLIMITED P588 Christmas GOLDEN EGG. Join at https://GoJackpot7.icu",Gambling Scam,,
+6398542***67,7-9 o'clock tuwing gabi filbet live broadcast9 Toyota Vios at 90 Rusi Motorcycle ang ipamimigay ni Filbet araw araw! dumating sa laro https://suo.yt/s19Gy62,Raffle Scam,,
+6392125***40,"Manalo ng hanggang 100,000 sa Holiday Red Packet sa COINBURSTS! Pasabog na mga premyo sa bagong taon kaya magdeposit at manalo na! https://suo.yt/P3c0Yhy",Raffle Scam,,
+6396472***50,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today

Auto FREE 50p when signup! Get extra 100p with any deposit   

Trusted website : 

https://EpicWin4.icu",Gambling Scam,,
+6396385***32,"SG777 Magparehistro para makakuha ng 137, tumaya araw-araw at makatanggap ng cash red envelope: 
shorten.so/SG777",Other,,
+6396341***78,"Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://SugarPlay1.icu",Gambling Scam,,
+6396395***02,"Embrace Winplus joy! Free 8888 Christmas Everyday, PAYDAY Unlimited 999 bonus, and 388 bonus on 1st deposit. Explore at http://winplus3.icu",Gambling Scam,,
+6394685***42,"Christmas Week Party, Daily 100% Deposit Bonus, 5x Withdrawals!
idfh4.bid",Gambling Scam,,
+6396263***21,"Join our winning spree this holiday and burst your earnings this Christmas. Free holiday gifts here, play now
https://suo.yt/11L6Lw1",Gambling Scam,,
+6396359***66,"Celebrate Christmas at GoJackpot! Dont Forget Claim your TGIF-Friday Bonus, Free 6888P! New Users Enjoy 153% Extra bonus, 777+177 at https://GoJackpot5.icu",Gambling Scam,,
+6394632***36,"Mag-recharge ng P177 araw-araw para makakuha ng P177 cash, 100% lucky wheel win!
sdof3.bid
",Gambling Scam,,
+6396255***96,"Dear Bancodeoro client, as part of our continuous effort to bring you the best online banking services, we request that you verify your account information to continuously access digital banking and receive an OTP. Proceed to bdo.mymobileapp.uk. Failure to do so will result in an account suspension.",Bank Scam,,
+6394685***56,"Baby, maaari kang makakuha ng 100% cash reward kapag nag-recharge ka sa unang pagkakataon! Sumali ka na!
mv8s8.bid
",Investment Scam,,
+6396336***06,"[ Betso88 x Epicwin ]: Join us &  FREE 50p today  

Auto FREE 50p when signup! Get extra 100p with any deposit  

Trusted website : https://EpicWin1.icu",Gambling Scam,,
+6398539***34,"Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid",Gambling Scam,,
+6396945***94,"ã€ph365ã€‘Hello, new free money bonus 1998  with no deposit condition, please login     https://ersjjh.support  to get free money 1998 now",Investment Scam,14,
+6398533***37,"[BANCO DE ORO!] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here: shorten.ee/BDO-ONLINE",Bank Scam,,
+6391048***61,Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,Gambling Scam,,
+6396371***85,Celebrate Friday & Payday with a Bang at GoJackpot! Claim your Twin 6888 bonus now & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu,Gambling Scam,,
Go Rewards,Holiday shopping can be more rewarding! Earn up to 3x Go Rewards points when you pay with GoTyme Bank at partner stores. https://gorewards.info/2p9ce69y,Commercial Spam,,
CTOC4B PTPC,"BDO ALERT:
Your BDO account was used as a payment method in CTOC4B for an amount of PHP 13,353.22. To cancel this payment, visit: shorten.is/BDOOnline",Bank Scam,,
MayaRewards,"You boosted your Savings interest to 5% p.a. until April 30, 2023! Starting tomorrow, your bonus interest will appear daily in your Savings history. Get 6% p.a. when you reach a total spend of Php 1,000!

No Savings? Open now and deposit by midnight to earn free money everyday!

Short on cash to boost your Savings interest? Pay with up to P18,000 Maya Credit! Activate now in the app. Available to select users only.

Promo ends April 30, 2023. DTI161325S23",Commercial Spam,11,
MayaRewards,"You boosted your Savings interest to 6% p.a. until April 30, 2023! Starting tomorrow, your bonus interest will appear daily in your Savings history. Get 8% p.a. when you reach a total spend of Php 20,000!

No Savings? Open now and deposit by midnight to earn free money everyday!

Short on cash to boost your Savings interest? Pay with up to P18,000 Maya Credit! Activate now in the app. Available to select users only.

Promo ends April 30, 2023. DTI161325S23",Commercial Spam,,
MayaRewards,"You boosted your Savings interest to 5% p.a. until May 31, 2023! Starting tomorrow, your bonus interest will appear daily in your Savings history. Get 6% p.a. when you reach a total spend of Php 1,000!

No Savings? Open now and deposit by midnight to earn free money everyday! 

Short on cash to boost your Savings interest? Pay with up to P18,000 Maya Credit! Activate now in the app. Available to select users only.

Promo is extended until May 31, 2023. DTI161325S23",Commercial Spam,,
MayaRewards,"You boosted your Savings interest to 6% p.a. until May 31, 2023! Starting tomorrow, your bonus interest will appear daily in your Savings history. Get 8% p.a. when you reach a total spend of Php 20,000!

No Savings? Open now and deposit by midnight to earn free money everyday! 

Short on cash to boost your Savings interest? Pay with up to P18,000 Maya Credit! Activate now in the app. Available to select users only.

Promo is extended until May 31, 2023. DTI161325S23",Commercial Spam,,
MayaRewards,"Nice! You received a P10 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",Commercial Spam,,
MayaRewards,"Nice! You received a P10 voucher from Maya. Use it for your load, bills, shopping, and more. Tap 'Vouchers' on the app to claim your gift before it expires!",Commercial Spam,,
